0.0750915751,0.5857539783,0.2989021956,0.4925413615,0.3261802575,0.2793404462,0.421167415,0.3830935252,0.4484848485,0.1769911504
0.0892203035,0.6404395049,0.3428143713,0.5348521833,0.2789699571,0.2706110572,0.4524695318,0.4658273381,0.5242424242,0.2088495575
0.1127681842,0.7744379894,0.5139720559,0.6701925685,0.4842632332,0.4010669253,0.5585631815,0.5089928058,0.5484848485,0.3194690265
0.1258503401,0.7831523112,0.5114770459,0.6482234879,0.5343347639,0.3991270611,0.5949967928,0.5980215827,0.6393939394,0.3353982301
0.1007326007,0.7573882294,0.4800399202,0.60455655,0.5089413448,0.3773035887,0.6033354715,0.5611510791,0.5151515152,0.2982300885
0.1046572475,0.7099014903,0.4371257485,0.6162191484,0.4967811159,0.3448108632,0.5235407312,0.5116906475,0.5121212121,0.2761061947
0.0910518053,0.6298307653,0.3133732535,0.4724708435,0.4116595136,0.3064985451,0.4597819115,0.4595323741,0.3636363636,0.203539823
0.0612244898,0.5623894923,0.2410179641,0.3685923515,0.226037196,0.2206595538,0.3629249519,0.3039568345,0.1454545455,0.1743362832
0.0633176347,0.6304622379,0.2749500998,0.4472470844,0.2138769671,0.1891367604,0.3507376523,0.2814748201,0.2484848485,0.1628318584
0.0873888017,0.7783531195,0.2799401198,0.5825874695,0.4188125894,0.2992240543,0.4600384862,0.4100719424,0.3878787879,0.2353982301
0.0965463108,0.7840363728,0.3038922156,0.551939246,0.4538626609,0.3045586809,0.4850545221,0.4523381295,0.3575757576,0.1796460177
0.0790162219,0.7338974489,0.3013972056,0.5077298617,0.4045064378,0.3763336566,0.4636305324,0.4091726619,0.3696969697,0.1628318584
0.0832025118,0.6360191968,0.3158682635,0.4863032276,0.3547925608,0.2837051406,0.4659397049,0.3579136691,0.296969697,0.1548672566
0.0565149137,0.4895175549,0.2100798403,0.3612693247,0.2035050072,0.1998060136,0.3166132136,0.3057553957,0.2272727273,0.1371681416
0.0489272632,0.4248547613,0.1447105788,0.2535937076,0.1330472103,0.1290009699,0.252212957,0.184352518,0.1636363636,0.0849557522
0.0646258503,0.5801970194,0.2220558882,0.3395714673,0.1770386266,0.1328806984,0.3182809493,0.2239208633,0.2090909091,0.1256637168
0.0709052852,0.6934832028,0.248502994,0.4320585842,0.2700286123,0.1930164888,0.3852469532,0.3237410072,0.2363636364,0.1300884956
0.0928833072,0.7192472847,0.2370259481,0.4374830485,0.3594420601,0.2720659554,0.4414368185,0.3929856115,0.2090909091,0.1778761062
