0.04,0.2535211268,0,0
0.14,0.4507042254,0.0963855422,0.0641025641
0.24,0.1830985915,0.1807228916,0.1666666667
0.26,0.2957746479,0.2771084337,0.2307692308
0.36,0.2112676056,0.1204819277,0.1666666667
0.4,0.4507042254,0.2530120482,0.1794871795
0.46,0.323943662,0.1927710843,0.2051282051
0.5,0.2535211268,0.3012048193,0.1794871795
0.76,0.2394366197,0.2409638554,0.1794871795
0.66,0.2253521127,0.2771084337,0.1666666667
0.48,0.2816901408,0.2409638554,0.1538461538
0.4,0.2957746479,0.2409638554,0.1538461538
0.32,0.2676056338,0.1686746988,0.1153846154
0.36,0.2394366197,0.1927710843,0.141025641
0.34,0.1549295775,0.1807228916,0.1025641026
0.3,0.338028169,0.2048192771,0.2051282051
0.26,0.2394366197,0.2530120482,0.141025641
0.2,0.3802816901,0.2168674699,0.1923076923
0.2,0.2394366197,0.2891566265,0.1666666667
0.16,0.4507042254,0.2771084337,0.2051282051
0.2,0.6338028169,0.2891566265,0.2435897436
0.18,0.4084507042,0.1686746988,0.1538461538
0.16,0.4084507042,0.1445783133,0.1153846154
0.2,0.5492957746,0.5301204819,0.3205128205
0.2,0.5774647887,0.1204819277,0.141025641
0.12,0.4366197183,0.1445783133,0.1538461538
0.14,0.2816901408,0.1084337349,0.0512820513
0.1,0.3943661972,0.0843373494,0.1025641026
0.12,0.2676056338,0.0361445783,0.0897435897
0.08,0.4929577465,0.0963855422,0.2179487179
0.06,0.2253521127,0.0722891566,0.1538461538
0.04,0.2957746479,0.0963855422,0.2692307692
0.04,0.2112676056,0.0843373494,0.0897435897
0,0.2112676056,0.0843373494,0.0769230769
0.02,0.0422535211,0.1204819277,0.0897435897
0.02,0.0704225352,0.0843373494,0.0384615385
0.06,0.1830985915,0.0722891566,0.0512820513
0.08,0,0.1325301205,0.0769230769
0.14,0.1830985915,0.1807228916,0.0897435897
0.16,0.1830985915,0.3734939759,0.2051282051
0.18,0.1830985915,0.1325301205,0.1282051282
0.14,0.1830985915,0.1686746988,0.1153846154
0.12,0.1971830986,0.1927710843,0.141025641
0.12,0.1549295775,0.1686746988,0.1538461538
0.14,0.0845070423,0.1807228916,0.1282051282
0.18,0.338028169,0.1445783133,0.1666666667
0.16,0.2253521127,0.1927710843,0.1153846154
0.22,0.2535211268,0.1927710843,0.1923076923
0.14,0.1830985915,0.156626506,0.1025641026
0.16,0.1830985915,0.2409638554,0.1923076923
0.12,0.2957746479,0.2048192771,0.1923076923
0.14,0.2112676056,0.2289156627,0.1666666667
0.1,0.1971830986,0.0481927711,0.0641025641
0.16,0.1126760563,0.0481927711,0.0256410256
0.2,0.323943662,0.156626506,0.1538461538
0.22,0.323943662,0.1686746988,0.1538461538
0.2,0.2253521127,0.1445783133,0.1025641026
0.24,0.2957746479,0.2168674699,0.141025641
0.26,0.4225352113,0.2048192771,1
0.32,0.323943662,0.2289156627,0.2179487179
0.28,0.2957746479,0.1927710843,0.1153846154
0.32,0.323943662,0.2530120482,0.1666666667
0.3,0.323943662,0.2289156627,0.141025641
0.42,0.2816901408,0.1927710843,0.1794871795
0.34,0.2253521127,0.1927710843,0.141025641
0.28,0.338028169,0.2168674699,0.141025641
0.26,0.2957746479,0.2168674699,0.1666666667
0.26,0.1971830986,0.1686746988,0.1282051282
0.32,0.2957746479,0.265060241,0.141025641
0.36,0.2816901408,0.2048192771,0.141025641
0.26,0.3521126761,0.2891566265,0.2435897436
0.24,0.4225352113,0.2530120482,0.2307692308
0.22,0.6197183099,0.2168674699,0.1923076923
0.24,0.5633802817,0.2771084337,0.2179487179
0.3,0.661971831,0.2168674699,0.2051282051
0.24,0.8591549296,0.2771084337,0.3076923077
0.18,0.6197183099,0.1686746988,0.1794871795
0.2,0.6338028169,0.1204819277,0.1153846154
0.16,0.4225352113,0.0722891566,0.1153846154
0.1,0.4647887324,0.0722891566,0.0769230769
0.08,0.3521126761,0.0722891566,0.0641025641
0.1,0.323943662,0.0602409639,0.0769230769
0.08,0.3661971831,0.1084337349,0.0897435897
0.08,0.2394366197,0.0722891566,0.0769230769
0.06,0.2253521127,0.0240963855,0.0256410256
0.04,0.1971830986,0.0481927711,0.0256410256
0.08,0.2394366197,0.0602409639,0.0512820513
0.12,0.1126760563,0.1807228916,0.1794871795
0.12,0.0422535211,0.0722891566,0.0769230769
0.14,0.1549295775,0.1325301205,0.0769230769
0.14,0.2253521127,0.1204819277,0.1153846154
0.16,0.0985915493,0.1084337349,0.0897435897
0.18,0.0422535211,0.1686746988,0.1025641026
0.18,0.323943662,0.1204819277,0.1153846154
0.18,0.2676056338,0.1686746988,0.141025641
1,0.338028169,0.4578313253,0.2692307692
0.38,0.2394366197,0.2048192771,0.1666666667
0.18,0.1126760563,0.2168674699,0.141025641
0.18,0.3943661972,0.1686746988,0.1538461538
0.2,0.1830985915,0.2409638554,0.141025641
0.2,0.2394366197,0.1084337349,0.0512820513
0.24,0.2816901408,0.1807228916,0.1153846154
0.32,0.5492957746,0.2409638554,0.1666666667
0.34,0.3943661972,0.2048192771,0.1794871795
0.42,0.2957746479,0.0963855422,0.1025641026
