"","0.0","0.0","1.0"
"","0.67","0.04","0.803921568627451"
"","0.49","0.04","0.470588235294118"
"","0.49","0.14","0.333333333333333"
"","0.49","0.24","0.941176470588235"
"","0.49","0.26","0.352941176470588"
"","0.52","0.36","0.941176470588235"
"","0.45","0.4","0.176470588235294"
"","0.45","0.46","0.176470588235294"
"","0.57","0.5","0.313725490196078"
"","0.61","0.76","0.372549019607843"
"","0.61","0.66","0.588235294117647"
"","0.55","0.48","0.411764705882353"
"","0.42","0.4","0.156862745098039"
"","0.53","0.32","0.176470588235294"
"","0.53","0.36","0.0784313725490197"
"","0.73","0.34","0.294117647058824"
"","0.55","0.3","0.450980392156863"
"","0.59","0.26","0.274509803921569"
"","0.63","0.2","0.117647058823529"
"","0.54","0.2","0.117647058823529"
"","0.52","0.16","0.470588235294118"
"","0.57","0.2","0.117647058823529"
"","0.56","0.18","0.196078431372549"
"","0.57","0.16","0.294117647058824"
"","0.59","0.2","0.196078431372549"
"","0.63","0.2","0.196078431372549"
"","0.61","0.12","0.196078431372549"
"","1.0","0.14","0.470588235294118"
"","0.75","0.1","0.196078431372549"
"","0.59","0.12","0.0"
"","0.76","0.08","0.156862745098039"
"","0.64","0.0599999999999999","0.0392156862745098"
"","0.54","0.04","0.0784313725490197"
"","0.59","0.04","0.0196078431372549"
"","0.49","0.0","0.235294117647059"
"","0.6","0.02","0.0392156862745098"
"","0.5","0.02","0.0"
"","0.57","0.0599999999999999","0.235294117647059"
"","0.54","0.08",""
"","0.47","0.14",""
"","0.53","0.16",""
"","0.51","0.18",""
"","0.4","0.14",""
"","0.49","0.12",""
"","0.4","0.12",""
"","0.37","0.14",""
"","0.46","0.18",""
"","0.42","0.16",""
"","0.38","0.22",""
"","0.45","0.14",""
"","0.48","0.16",""
"","0.4","0.12",""
"","0.34","0.14",""
"","0.35","0.1",""
"","0.36","0.16",""
"","0.36","0.2",""
"","0.37","0.22",""
"","0.39","0.2",""
"","0.35","0.24",""
"","0.4","0.26",""
"","0.45","0.32",""
"","0.42","0.28",""
"","0.4","0.32",""
"","0.5","0.3",""
"","0.48","0.42",""
"","0.42","0.34",""
"","0.44","0.28",""
"","0.37","0.26",""
"","0.49","0.26",""
"","0.37","0.32",""
"","0.37","0.36",""
"","0.53","0.26",""
"","0.58","0.24",""
"","0.42","0.22",""
"","0.45","0.24",""
"","0.46","0.3",""
"","0.48","0.24",""
"","0.49","0.18",""
"","0.52","0.2",""
"","0.58","0.16",""
"","0.48","0.1",""
"","0.39","0.08",""
"","0.41","0.1",""
"","0.49","0.08",""
"","0.47","0.08",""
"","0.41","0.0599999999999999",""
"","0.46","0.04",""
"","0.54","0.08",""
"","0.47","0.12",""
"","0.45","0.12",""
"","0.35","0.14",""
"","0.46","0.14",""
"","0.45","0.16",""
"","0.54","0.18",""
"","0.42","0.18",""
"","0.41","0.18",""
"","0.46","1.0",""
"","0.42","0.38",""
"","0.4","0.18",""
"","0.61","0.18",""
"","0.5","0.2",""
"","0.41","0.2",""
"","0.41","0.24",""
"","0.39","0.32",""
"","0.39","0.34",""
"","0.31","0.42",""
"","0.33","0.62",""
"","0.33","0.58",""
"","0.34","0.58",""
"","0.4","0.52",""
"","0.36","0.52",""
"","0.43","0.48",""
"","0.37","0.48",""
"","0.31","0.34",""
"","0.32","0.36",""
"","0.33","0.32",""
"","0.37","0.32",""
"","0.39","0.36",""
"","0.33","0.32",""
"","0.37","0.3",""
"","0.36","0.3",""
"","0.44","0.32",""
"","0.52","0.24",""
"","0.39","0.24",""
"","0.39","0.26",""
"","0.42","0.3",""
"","0.47","0.22",""
"","0.41","0.14",""
"","0.5","0.18",""
"","0.35","0.16",""
"","0.54","0.12",""
"","0.47","0.12",""
"","0.43","0.18",""
"","0.41","0.16",""
"","0.48","0.16",""
"","0.32","0.12",""
"","0.45","0.1",""
"","0.46","0.1",""
"","0.38","0.1",""
"","0.43","0.08",""
"","0.48","0.1",""
"","0.37","0.12",""
"","0.38","0.1",""
"","0.37","0.16",""
"","0.35","0.16",""
"","0.54","0.16",""
"","0.39","0.16",""
"","0.28","0.16",""
"","0.4","0.16",""
"","0.48","0.18",""
"","0.39","0.18",""
"","0.42","0.14",""
"","0.51","0.2",""
"","0.54","0.2",""
"","0.32","0.08",""
"","0.41","0.2",""
"","0.46","0.3",""
"","0.47","0.36",""
"","0.33","0.48",""
"","0.34","0.58",""
"","0.35","0.46",""
"","0.37","0.46",""
"","0.3","0.46",""
"","0.35","0.4",""
"","0.35","0.38",""
"","0.33","0.38",""
"","0.43","0.32",""
"","0.48","0.36",""
